scinam,syid
viridonia sagittirostris,10136
akialoa obscura,10137
hemignathus obscurus,10137
akialoa ellisiana,10138
hemignathus ellisianus,10138
hemignathus lucidus,10139
hemignathus hanapepe,10140
hemignathus affinis,10141
hemignathus munroi,10142
hemignathus wilsoni,10142
pseudonestor xanthophrys,10143
hemignathus parvus,10144
magumma parva,10144
viridonia parva,10144
loxops mana,10145
manucerthia mana,10145
oreomystis mana,10145
loxops caeruleirostris,10146
chlorodrepanis virens,10149
hemignathus virens,10149
viridonia virens,10149
chlorodrepanis flava,10150
hemignathus flavus,10150
chlorodrepanis stejnegeri,10151
hemignathus kauaiensis,10151
viridonia stejnegeri,10151
carpodacus purpureus,10152
serinus canicapillus,10194
haemorhous purpureus,10152
carpodacus cassinii,10153
haemorhous cassinii,10153
carpodacus mexicanus,10154
haemorhous mexicanus,10154
carduelis chloris,10155
chloris chloris,10155
carduelis sinica,10156
chloris sinica,10156
carduelis spinoides,10157
chloris spinoides,10157
carduelis monguilloti,10158
chloris monguilloti,10158
carduelis ambigua,10159
chloris ambigua,10159
rhodopechys obsoleta,10160
rhodopechys obsoletus,10160
rhodospiza obsoleta,10160
rhynchostruthus socotranus,10161
rhynchostruthus percivali,10162
rhynchostruthus louisae,10163
linurgus olivaceus,10164
crithagra rufobrunnea,10165
serinus rufobrunneus,10165
crithagra concolor,10167
neospiza concolor,10167
crithagra citrinelloides,10168
serinus citrinelloides,10168
crithagra frontalis,10169
serinus frontalis,10169
crithagra hyposticta,10170
serinus hypostictus,10170
crithagra capistrata,10171
serinus capistratus,10171
crithagra koliensis,10172
serinus koliensis,10172
crithagra scotops,10173
serinus scotops,10173
crithagra leucopygia,10174
serinus leucopygius,10174
crithagra atrogularis,10175
serinus atrogularis,10175
crithagra xanthopygia,10176
serinus xanthopygius,10176
crithagra reichenowi,10177
serinus reichenowi,10177
crithagra rothschildi,10178
serinus rothschildi,10178
crithagra flavigula,10179
serinus flavigula,10179
crithagra xantholaema,10180
serinus xantholaemus,10180
crithagra citrinipectus,10181
serinus citrinipectus,10181
crithagra mozambica,10182
serinus mozambicus,10182
crithagra dorsostriata,10183
serinus dorsostriatus,10183
carduelis ankoberensis,10184
crithagra ankoberensis,10184
serinus ankoberensis,10184
crithagra menachensis,10185
serinus menachensis,10185
crithagra totta,10186
pseudochloroptila totta,10186
serinus totta,10186
crithagra symonsi,10187
pseudochloroptila symonsi,10187
serinus symonsi,10187
crithagra donaldsoni,10188
serinus donaldsoni,10188
crithagra buchanani,10189
serinus buchanani,10189
crithagra flaviventris,10190
serinus flaviventris,10190
crithagra sulphurata,10191
serinus sulphuratus,10191
crithagra reichardi,10192
serinus reichardi,10192
crithagra gularis,10193
serinus gularis,10193
crithagra canicapilla,10194
crithagra mennelli,10195
serinus mennelli,10195
crithagra tristriata,10196
serinus tristriatus,10196
crithagra albogularis,10197
serinus albogularis,10197
crithagra burtoni,10198
serinus burtoni,10198
crithagra striolata,10199
serinus striolatus,10199
crithagra whytii,10200
serinus whytii,10200
crithagra melanochroa,10201
serinus melanochrous,10201
crithagra leucoptera,10202
serinus leucopterus,10202
acanthis flavirostris,10203
carduelis flavirostris,10203
linaria flavirostris,10203
acanthis cannabina,10204
carduelis cannabina,10204
linaria cannabina,10204
acanthis yemenensis,10205
carduelis yemenensis,10205
linaria yemenensis,10205
acanthis johannis,10206
carduelis johannis,10206
linaria johannis,10206
acanthis flammea,10207
carduelis flammea,10207
acanthis cabaret,10208
carduelis cabaret,10208
acanthis hornemanni,10209
carduelis hornemanni,10209
loxia pytyopsittacus,10210
loxia scotica,10211
loxia curvirostra,10212
loxia leucoptera,10213
loxia megaplaga,10214
chrysocorythus estherae,10215
serinus estherae,10215
carduelis carduelis,10216
carduelis citrinella,10217
serinus citrinella,10217
carduelis corsicana,10218
serinus corsicanus,10218
serinus pusillus,10219
serinus serinus,10220
serinus syriacus,10221
serinus canaria,10222
serinus canicollis,10223
serinus flavivertex,10224
serinus nigriceps,10225
alario alario,10226
serinus alario,10226
alario leucolaemus,10227
serinus leucolaema,10227
carduelis thibetana,10228
chionomitris thibetanus,10228
serinus thibetanus,10228
spinus thibetana,10228
astragalinus lawrencei,10229
carduelis lawrencei,10229
spinus lawrencei,10229
astragalinus tristis,10230
carduelis tristis,10230
spinus tristis,10230
astragalinus psaltria,10231
carduelis psaltria,10231
spinus psaltria,10231
carduelis spinus,10232
spinus spinus,10232
carduelis dominicensis,10233
emberiza siemsseni,10523
spinus dominicensis,10233
carduelis pinus,10234
spinus pinus,10234
carduelis atriceps,10235
spinus atriceps,10235
carduelis notata,10236
spinus notata,10236
spinus notatus,10236
sporagra notata,10236
carduelis barbata,10237
spinus barbata,10237
spinus barbatus,10237
sporagra barbata,10237
carduelis xanthogastra,10238
spinus xanthogastra,10238
spinus xanthogastrus,10238
sporagra xanthogastra,10238
carduelis olivacea,10239
spinus olivacea,10239
spinus olivaceus,10239
sporagra olivacea,10239
carduelis magellanica,10240
spinus magellanica,10240
spinus magellanicus,10240
sporagra magellanica,10240
carduelis siemiradzkii,10241
spinus siemiradzkii,10241
sporagra siemiradzkii,10241
carduelis yarrellii,10242
spinus yarrellii,10242
sporagra yarrellii,10242
carduelis cucullata,10243
spinus cucullata,10243
spinus cucullatus,10243
sporagra cucullata,10243
carduelis atrata,10244
spinus atrata,10244
spinus atratus,10244
sporagra atrata,10244
carduelis uropygialis,10245
spinus uropygialis,10245
sporagra uropygialis,10245
carduelis crassirostris,10246
spinus crassirostris,10246
sporagra crassirostris,10246
carduelis spinescens,10247
spinus spinescens,10247
sporagra spinescens,10247
euphonia jamaica,10248
euphonia plumbea,10249
euphonia affinis,10250
euphonia luteicapilla,10251
euphonia chlorotica,10252
euphonia trinitatis,10253
euphonia concinna,10254
euphonia saturata,10255
euphonia finschi,10256
euphonia violacea,10257
euphonia laniirostris,10258
euphonia hirundinacea,10259
euphonia chalybea,10260
cyanophonia elegantissima,10261
euphonia elegantissima,10261
cyanophonia cyanocephala,10262
euphonia cyanocephala,10262
cyanophonia musica,10263
euphonia musica,10263
euphonia fulvicrissa,10264
euphonia imitans,10265
euphonia gouldi,10266
euphonia chrysopasta,10267
euphonia mesochrysa,10268
euphonia minuta,10269
euphonia anneae,10270
euphonia xanthogaster,10271
euphonia rufiventris,10272
euphonia pectoralis,10273
euphonia cayennensis,10274
rhopospina carbonaria,10949
chlorophonia flavirostris,10275
chlorophonia cyanea,10276
chlorophonia pyrrhophrys,10277
chlorophonia occipitalis,10278
chlorophonia callophrys,10279
seiurus aurocapilla,10280
seiurus aurocapillus,10280
helmitheros vermivorum,10281
helmitheros vermivorus,10281
parkesia motacilla,10282
seiurus motacilla,10282
parkesia noveboracensis,10283
seiurus noveboracensis,10283
vermivora bachmanii,10284
vermivora chrysoptera,10285
vermivora cyanoptera,10286
vermivora pinus,10286
mniotilta varia,10287
protonotaria citrea,10288
limnothlypis swainsonii,10289
oreothlypis superciliosa,10290
parula superciliosa,10290
vermivora superciliosa,10290
oreothlypis gutturalis,10291
parula gutturalis,10291
vermivora gutturalis,10291
leiothlypis peregrina,10292
oreothlypis peregrina,10292
vermivora peregrina,10292
leiothlypis celata,10293
oreothlypis celata,10293
vermivora celata,10293
leiothlypis crissalis,10294
oreothlypis crissalis,10294
vermivora crissalis,10294
leiothlypis luciae,10295
oreothlypis luciae,10295
vermivora luciae,10295
leiothlypis ruficapilla,10296
oreothlypis ruficapilla,10296
vermivora ruficapilla,10296
leiothlypis virginiae,10297
oreothlypis virginiae,10297
vermivora virginiae,10297
leucopeza semperi,10298
geothlypis agilis,10299
oporornis agilis,10299
geothlypis poliocephala,10300
geothlypis aequinoctialis,10301
geothlypis chiriquensis,10302
geothlypis auricularis,10303
geothlypis velata,10304
geothlypis tolmiei,10305
oporornis tolmiei,10305
geothlypis philadelphia,10306
oporornis philadelphia,10306
geothlypis formosa,10307
oporornis formosus,10307
geothlypis semiflava,10308
geothlypis bairdi,10309
geothlypis speciosa,10310
geothlypis beldingi,10311
geothlypis rostrata,10312
geothlypis flavovelata,10313
geothlypis trichas,10314
geothlypis nelsoni,10315
catharopeza bishopi,10316
dendroica plumbea,10317
setophaga plumbea,10317
dendroica angelae,10318
setophaga angelae,10318
dendroica pharetra,10319
setophaga pharetra,10319
setophaga citrina,10320
wilsonia citrina,10320
setophaga ruticilla,10321
dendroica kirtlandii,10322
setophaga kirtlandii,10322
dendroica tigrina,10323
setophaga tigrina,10323
dendroica cerulea,10324
setophaga cerulea,10324
parula americana,10325
pipilo fuscus,10634
setophaga americana,10325
parula pitiayumi,10326
setophaga pitiayumi,10326
dendroica magnolia,10327
setophaga magnolia,10327
dendroica castanea,10328
setophaga castanea,10328
dendroica fusca,10329
setophaga fusca,10329
setophaga aestiva,10330
dendroica petechia,10331
setophaga petechia,10331
dendroica pensylvanica,10332
setophaga pensylvanica,10332
dendroica striata,10333
setophaga striata,10333
dendroica caerulescens,10334
setophaga caerulescens,10334
dendroica palmarum,10335
setophaga palmarum,10335
dendroica pityophila,10336
setophaga pityophila,10336
dendroica pinus,10337
setophaga pinus,10337
dendroica coronata,10338
setophaga coronata,10338
setophaga auduboni,10339
setophaga goldmani,10340
dendroica dominica,10341
setophaga dominica,10341
dendroica flavescens,10342
setophaga flavescens,10342
dendroica vitellina,10343
setophaga vitellina,10343
dendroica discolor,10344
setophaga discolor,10344
dendroica adelaidae,10345
setophaga adelaidae,10345
dendroica subita,10346
setophaga subita,10346
dendroica delicata,10347
setophaga delicata,10347
dendroica graciae,10348
setophaga graciae,10348
dendroica nigrescens,10349
setophaga nigrescens,10349
dendroica townsendi,10350
setophaga townsendi,10350
dendroica occidentalis,10351
setophaga occidentalis,10351
dendroica chrysoparia,10352
setophaga chrysoparia,10352
dendroica virens,10353
setophaga virens,10353
basileuterus luteoviridis,10354
myiothlypis luteoviridis,10354
basileuterus leucophrys,10355
myiothlypis leucophrys,10355
basileuterus flaveolus,10356
myiothlypis flaveola,10356
basileuterus leucoblepharus,10357
myiothlypis leucoblephara,10357
basileuterus signatus,10358
myiothlypis signata,10358
basileuterus nigrocristatus,10359
myiothlypis nigrocristata,10359
basileuterus fulvicauda,10360
myiothlypis fulvicauda,10360
phaeothlypis fulvicauda,10360
basileuterus rivularis,10361
myiothlypis rivularis,10361
phaeothlypis rivularis,10361
basileuterus bivittatus,10362
myiothlypis bivittata,10362
myiothlypis roraimae,10363
basileuterus chrysogaster,10364
myiothlypis chrysogaster,10364
myiothlypis chlorophrys,10365
basileuterus conspicillatus,10366
myiothlypis conspicillata,10366
basileuterus cinereicollis,10367
pyrgisoma fuscum,10634
myiothlypis cinereicollis,10367
basileuterus fraseri,10368
myiothlypis fraseri,10368
basileuterus coronatus,10369
myiothlypis coronata,10369
basileuterus griseiceps,10370
myiothlypis griseiceps,10370
basileuterus lachrymosus,10371
euthlypis lachrymosa,10371
basileuterus rufifrons,10372
basileuterus melanogenys,10373
basileuterus ignotus,10374
basileuterus belli,10375
basileuterus culicivorus,10376
basileuterus hypoleucus,10377
basileuterus trifasciatus,10378
basileuterus tristriatus,10379
basileuterus basilicus,10380
myiothlypis basilica,10380
cardellina canadensis,10381
wilsonia canadensis,10381
cardellina pusilla,10382
wilsonia pusilla,10382
cardellina rubrifrons,10383
cardellina rubra,10384
ergaticus ruber,10384
cardellina versicolor,10385
ergaticus versicolor,10385
myioborus pictus,10386
myioborus miniatus,10387
myioborus brunniceps,10388
myioborus flavivertex,10389
myioborus albifrons,10390
myioborus ornatus,10391
myioborus melanocephalus,10392
myioborus torquatus,10393
myioborus pariae,10394
myioborus albifacies,10395
myioborus cardonai,10396
myioborus castaneocapilla,10397
myioborus castaneocapillus,10397
microligea palustris,10398
teretistris fernandinae,10399
teretistris fornsi,10400
zeledonia coronata,10401
icteria virens,10402
xenoligea montana,10403
cacicus oseryi,10404
clypicterus oseryi,10404
psarocolius oseryi,10404
psarocolius wagleri,10405
psarocolius decumanus,10406
psarocolius viridis,10407
psarocolius atrovirens,10408
psarocolius angustifrons,10409
gymnostinops montezuma,10410
psarocolius montezuma,10410
gymnostinops cassini,10411
psarocolius cassini,10411
gymnostinops bifasciatus,10412
psarocolius bifasciatus,10412
psarocolius yuracares,10413
gymnostinops guatimozinus,10414
psarocolius guatimozinus,10414
cacicus latirostris,10415
ocyalus latirostris,10415
psarocolius latirostris,10415
cacicus cela,10416
cacicus flavicrissus,10417
cacicus haemorrhous,10418
cacicus uropygialis,10419
cacicus microrhynchus,10420
cacicus pacificus,10421
cacicus chrysopterus,10422
cacicus chrysonotus,10423
cacicus leucoramphus,10424
cacicus sclateri,10425
cacicus koepckeae,10426
cacicus solitarius,10427
procacicus solitarius,10427
cacicus melanicterus,10428
cassiculus melanicterus,10428
amblycercus holosericeus,10429
cacicus holosericeus,10429
amblycercus australis,10430
icterus icterus,10431
icterus croconotus,10432
icterus jamacaii,10433
icterus pectoralis,10434
icterus graceannae,10435
icterus mesomelas,10436
icterus xantholemus,10437
icterus cayanensis,10438
icterus chrysocephalus,10439
icterus pyrrhopterus,10440
icterus bonana,10441
icterus laudabilis,10442
icterus oberi,10443
icterus dominicensis,10444
icterus portoricensis,10445
icterus melanopsis,10446
icterus northropi,10447
icterus prosthemelas,10448
icterus spurius,10449
icterus fuertesi,10450
icterus cucullatus,10451
icterus wagleri,10452
icterus maculialatus,10453
icterus parisorum,10454
icterus auricapillus,10455
icterus chrysater,10456
icterus graduacauda,10457
icterus galbula,10458
icterus abeillei,10459
icterus bullockii,10460
icterus pustulatus,10461
icterus leucopteryx,10462
icterus auratus,10463
icterus nigrogularis,10464
icterus gularis,10465
nesopsar nigerrimus,10466
gymnomystax mexicanus,10467
macroagelaius subalaris,10468
macroagelaius imthurni,10469
hypopyrrhus pyrohypogaster,10470
lampropsar tanagrinus,10471
gnorimopsar chopi,10472
curaeus curaeus,10473
anumara forbesi,10474
curaeus forbesi,10474
amblyramphus holosericeus,10475
agelaius xanthophthalmus,10476
agelasticus xanthophthalmus,10476
agelaius cyanopus,10477
agelasticus cyanopus,10477
agelaius thilius,10478
agelasticus thilius,10478
agelaius ruficapillus,10479
chrysomus ruficapillus,10479
agelaius icterocephalus,10480
chrysomus icterocephalus,10480
agelaius flavus,10481
xanthopsar flavus,10481
pseudoleistes guirahuro,10482
pseudoleistes virescens,10483
agelaioides oreopsar,10484
oreopsar bolivianus,10484
agelaioides badius,10485
molothrus badius,10485
agelaioides fringillarius,10486
molothrus rufoaxillaris,10487
molothrus oryzivorus,10488
scaphidura oryzivora,10488
molothrus aeneus,10489
molothrus armenti,10490
molothrus bonariensis,10491
molothrus ater,10492
dives atroviolacea,10493
dives atroviolaceus,10493
ptiloxena atroviolacea,10493
dives dives,10494
dives warczewiczi,10495
dives warszewiczi,10495
agelaius phoeniceus,10496
agelaius assimilis,10497
agelaius tricolor,10498
agelaius humeralis,10499
agelaius xanthomus,10500
euphagus carolinus,10501
euphagus cyanocephalus,10502
quiscalus quiscula,10503
quiscalus lugubris,10504
quiscalus fortirostris,10505
quiscalus mexicanus,10506
corvus mexicanus,10506
quiscalus palustris,10508
quiscalus nicaraguensis,10509
quiscalus niger,10510
leistes superciliaris,10512
sturnella superciliaris,10512
sturnella bellicosa,10513
sturnella defilippii,11568
leistes militaris,11567
pezites militaris,10515
sturnella loyca,10515
sturnella magna,10516
sturnella lilianae,10517
sturnella neglecta,10518
xanthocephalus xanthocephalus,10519
dolichonyx oryzivorus,10520
coereba flaveola,10521
emberiza lathami,10522
melophus lathami,10522
latoucheornis siemsseni,10523
emberiza calandra,10524
miliaria calandra,10524
emberiza citrinella,10525
emberiza leucocephala,10526
emberiza leucocephalos,10526
emberiza cia,10527
kieneria crissalis,10635
emberiza godlewskii,10528
emberiza cioides,10529
emberiza stewarti,10530
emberiza jankowskii,10531
emberiza buchanani,10532
emberiza cineracea,10533
emberiza hortulana,10534
emberiza caesia,10535
emberiza cirlus,10536
emberiza striolata,10537
emberiza sahari,10538
emberiza impetuani,10539
emberiza tahapisi,10540
emberiza goslingi,10541
emberiza socotrana,10542
emberiza capensis,10543
emberiza vincenti,10544
emberiza tristrami,10545
emberiza fucata,10546
emberiza pusilla,10547
emberiza chrysophrys,10548
emberiza rustica,10549
emberiza elegans,10550
emberiza aureola,10551
emberiza poliopleura,10552
emberiza flaviventris,10553
emberiza affinis,10554
emberiza cabanisi,10555
emberiza rutila,10556
emberiza koslowi,10557
emberiza melanocephala,10558
megaquiscalus major,10506
emberiza bruniceps,10559
emberiza sulphurata,10560
emberiza spodocephala,10561
emberiza variabilis,10562
emberiza pallasi,10563
emberiza yessoensis,10564
emberiza schoeniclus,10565
calamospiza melanocorys,10566
passerella iliaca,10567
zonotrichia iliaca,10567
passerella unalaschcensis,10568
passerella megarhyncha,10569
passerella schistacea,10570
melospiza melodia,10571
zonotrichia melodia,10571
melospiza lincolnii,10572
zonotrichia lincolnii,10572
melospiza georgiana,10573
zonotrichia georgiana,10573
zonotrichia capensis,10574
zonotrichia querula,10575
zonotrichia leucophrys,10576
zonotrichia albicollis,10577
zonotrichia atricapilla,10578
junco vulcani,10579
turdinus macrodactyla,8199
junco hyemalis,10580
junco insularis,10581
junco phaeonotus,10582
ammodramus sandwichensis,10583
passerculus sandwichensis,10583
passerculus guttatus,10584
passerculus sanctorum,10585
passerculus rostratus,10586
ammodramus maritimus,10587
ammospiza maritima,10587
ammodramus nelsoni,10588
ammospiza nelsoni,10588
ammodramus caudacutus,10589
ammospiza caudacuta,10589
ammodramus leconteii,10590
ammospiza leconteii,10590
ammodramus bairdii,10591
centronyx bairdii,10591
ammodramus henslowii,10592
centronyx henslowii,10592
ammodramus savannarum,10593
ammodramus humeralis,10594
ammodramus aurifrons,10595
ammodramus baileyi,10596
xenospiza baileyi,10596
passerella arborea,10597
spizella arborea,10597
spizella passerina,10598
spizella pusilla,10599
spizella wortheni,10600
spizella atrogularis,10601
spizella pallida,10602
spizella breweri,10603
spizella taverneri,10604
pooecetes gramineus,10605
chondestes grammacus,10606
aimophila quinquestriata,10607
amphispiza quinquestriata,10607
amphispiza bilineata,10608
artemisiospiza nevadensis,10609
amphispiza belli,10610
artemisiospiza belli,10610
aimophila stolzmanni,10611
rhynchospiza stolzmanni,10611
aimophila strigiceps,10612
rhynchospiza strigiceps,10612
aimophila ruficauda,10613
peucaea ruficauda,10613
aimophila humeralis,10614
peucaea humeralis,10614
aimophila mystacalis,10615
peucaea mystacalis,10615
aimophila sumichrasti,10616
peucaea sumichrasti,10616
aimophila carpalis,10617
peucaea carpalis,10617
aimophila cassinii,10618
peucaea cassinii,10618
aimophila aestivalis,10619
peucaea aestivalis,10619
aimophila botterii,10620
peucaea botterii,10620
aimophila ruficeps,10621
aimophila rufescens,10622
aimophila notosticta,10623
torreornis inexpectata,10624
oriturus superciliosus,10625
passerina caerulescens,10626
porphyrospiza caerulescens,10626
rhopospina caerulescens,10626
pipilo chlorurus,10627
pipilo ocai,10628
pipilo maculatus,10629
pipilo socorroensis,10630
pipilo erythrophthalmus,10631
pipilo naufragus,10632
kieneria albicollis,10633
melozone albicollis,10633
pipilo albicollis,10633
pyrgisoma albicolle,10633
kieneria fusca,10634
melozone fusca,10634
melozone fuscus,10634
melozone crissalis,10635
pipilo crissalis,10635
pyrgisoma crissale,10635
kieneria aberti,10636
melozone aberti,10636
pipilo aberti,10636
pyrgisoma aberti,10636
kieneria kieneri,10637
melozone kieneri,10637
pyrgisoma kieneri,10637
melozone biarcuata,10638
melozone biarcuatum,10638
melozone cabanisi,10639
melozone leucotis,10640
arremonops rufivirgatus,10641
arremonops tocuyensis,10642
arremonops chloronotus,10643
arremonops conirostris,10644
arremon taciturnus,10645
arremon semitorquatus,10646
arremon franciscanus,10647
arremon flavirostris,10648
arremon aurantiirostris,10649
arremon schlegeli,10650
arremon abeillei,10651
arremon brunneinucha,10652
atlapetes brunneinucha,10652
arremon virenticeps,10653
atlapetes virenticeps,10653
arremon atricapillus,10654
atlapetes atricapillus,10654
arremon costaricensis,10655
arremon torquatus,10656
atlapetes torquatus,10656
arremon basilicus,10657
arremon perijanus,10658
arremon assimilis,10659
arremon phaeopleurus,10660
arremon phygas,10661
arremon crassirostris,10662
lysurus crassirostris,10662
arremon castaneiceps,10663
lysurus castaneiceps,10663
pezopetes capitalis,10664
atlapetes pileatus,10665
atlapetes albofrenatus,10666
atlapetes semirufus,10667
atlapetes personatus,10668
atlapetes albinucha,10669
atlapetes gutturalis,10670
atlapetes melanocephalus,10671
atlapetes pallidinucha,10672
atlapetes flaviceps,10673
atlapetes fuscoolivaceus,10674
atlapetes crassus,10675
atlapetes tricolor,10676
atlapetes leucopis,10677
atlapetes latinuchus,10678
atlapetes blancae,10679
atlapetes rufigenis,10680
atlapetes forbesi,10681
atlapetes melanopsis,10682
atlapetes schistaceus,10683
atlapetes leucopterus,10684
atlapetes albiceps,10685
atlapetes pallidiceps,10686
atlapetes seebohmi,10687
atlapetes nationi,10688
atlapetes canigenis,10689
atlapetes terborghi,10690
atlapetes melanolaemus,10691
atlapetes rufinucha,10692
atlapetes fulviceps,10693
atlapetes citrinellus,10694
pselliophorus tibialis,10695
pselliophorus luteoviridis,10696
gubernatrix cristata,10697
chlorospingus postocularis,10699
chlorospingus wetmorei,10700
chlorospingus albifrons,10701
chlorospingus flavopectus,10702
chlorospingus ophthalmicus,10702
chlorospingus dwighti,10703
chlorospingus punctulatus,10704
chlorospingus venezuelanus,10705
chlorospingus cinereocephalus,10706
chlorospingus tacarcunae,10707
chlorospingus inornatus,10708
chlorospingus semifuscus,10709
chlorospingus pileatus,10710
chlorospingus zeledoni,10711
chlorospingus parvirostris,10712
chlorospingus flavigularis,10713
chlorospingus flavovirens,10714
chlorospingus canigularis,10715
orchesticus abeillei,10716
paroaria coronata,10717
paroaria dominicana,10718
paroaria gularis,10719
paroaria nigrogenis,10720
paroaria baeri,10721
paroaria xinguensis,10722
paroaria capitata,10723
schistochlamys ruficapillus,10724
schistochlamys melanopis,10725
cissopis leveriana,10726
cissopis leverianus,10726
conothraupis speculigera,10727
conothraupis mesoleuca,10728
lamprospiza melanoleuca,10729
compsothraupis loricata,10730
sericossypha loricata,10730
sericossypha albocristata,10731
nemosia pileata,10732
nemosia rourei,10733
creurgops verticalis,10734
creurgops dentata,10735
creurgops dentatus,10735
mitrospingus cassinii,10736
mitrospingus oleagineus,10737
orthogonys chloricterus,10738
hemispingus atropileus,10739
hemispingus auricularis,10740
hemispingus calophrys,10741
hemispingus parodii,10742
vidua nigeria,9954
hemispingus superciliaris,10743
thlypopsis superciliaris,10743
hemispingus reyi,10744
hemispingus frontalis,10745
sphenopsis frontalis,10745
hemispingus melanotis,10746
sphenopsis melanotis,10746
hemispingus ochraceus,10747
hemispingus piurae,10748
sphenopsis piurae,10748
hemispingus goeringi,10749
poospiza goeringi,10749
hemispingus rufosuperciliaris,10750
poospiza rufosuperciliaris,10750
hemispingus verticalis,10751
pseudospingus verticalis,10751
hemispingus xanthophthalmus,10752
pseudospingus xanthophthalmus,10752
hemispingus trifasciatus,10753
microspingus trifasciatus,10753
cnemoscopus rubrirostris,10754
thlypopsis fulviceps,10755
thlypopsis ornata,10756
thlypopsis pectoralis,10757
thlypopsis sordida,10758
thlypopsis inornata,10759
pyrrhocoma ruficeps,10761
thlypopsis ruficeps,10761
cypsnagra hirundinacea,10762
nephelornis oneillei,10763
nephelornis oneilli,10763
trichothraupis melanops,10764
eucometis penicillata,10765
trichothraupis penicillata,10765
tachyphonus cristatus,10766
trichothraupis cristata,10766
tachyphonus rufiventer,10767
trichothraupis rufiventer,10767
lanio surinamus,10768
tachyphonus surinamus,10768
tachyphonus luctuosus,10769
trichothraupis luctuosa,10769
lanio delatrii,10770
tachyphonus delatrii,10770
tachyphonus coronatus,10771
tachyphonus rufus,10772
tachyphonus phoenicius,10773
lanio aurantius,10774
lanio leucothorax,10775
lanio fulvus,10776
lanio versicolor,10777
ramphocelus sanguinolentus,10778
ramphocelus nigrogularis,10779
ramphocelus dimidiatus,10780
ramphocelus melanogaster,10781
ramphocelus carbo,10782
ramphocelus bresilius,10783
ramphocelus passerinii,10784
ramphocelus costaricensis,10785
ramphocelus flammigerus,10786
ramphocelus icteronotus,10786
tangara episcopus,10788
thraupis episcopus,10788
tangara sayaca,10789
thraupis sayaca,10789
tangara glaucocolpa,10790
thraupis glaucocolpa,10790
tangara ornata,10792
thraupis ornata,10792
tangara abbas,10793
thraupis abbas,10793
tangara palmarum,10794
thraupis palmarum,10794
sporathraupis cyanocephala,10795
thraupis cyanocephala,10795
pipraeidea bonariensis,10796
thraupis bonariensis,10796
loxigilla obscura,11061
calochaetes coccineus,10797
cyanicterus cyanicterus,10798
bangsia arcaei,10799
buthraupis arcaei,10799
bangsia melanochlamys,10800
buthraupis melanochlamys,10800
bangsia rothschildi,10801
buthraupis rothschildi,10801
bangsia edwardsi,10802
buthraupis edwardsi,10802
bangsia aureocincta,10803
buthraupis aureocincta,10803
wetmorethraupis sterrhopteron,10804
buthraupis montana,10805
buthraupis eximia,10806
cnemathraupis eximia,10806
buthraupis aureodorsalis,10807
cnemathraupis aureodorsalis,10807
buthraupis wetmorei,10808
tephrophilus wetmorei,10808
anisognathus melanogenys,10809
anisognathus lacrymosus,10810
anisognathus igniventris,10811
anisognathus somptuosus,10812
anisognathus flavinucha,10813
anisognathus flavinuchus,10813
anisognathus notabilis,10814
chlorornis riefferii,10815
dubusia taeniata,10816
delothraupis castaneoventris,10817
dubusia castaneoventris,10817
stephanophorus diadematus,10818
iridosornis porphyrocephala,10819
iridosornis porphyrocephalus,10819
iridosornis analis,10820
iridosornis jelskii,10821
iridosornis rufivertex,10822
iridosornis reinhardti,10823
pipraeidea melanonota,10824
neothraupis fasciata,10825
chlorochrysa phoenicotis,10826
chlorochrysa calliparaea,10827
chlorochrysa nitidissima,10828
tangara inornata,10829
tangara cabanisi,10830
tangara palmeri,10831
tangara mexicana,10832
tangara chilensis,10833
tangara fastuosa,10834
tangara seledon,10835
tangara cyanocephala,10836
tangara desmaresti,10837
tangara cyanoventris,10838
tangara johannae,10839
tangara schrankii,10840
tangara florida,10841
phrygilus carbonarius,10949
tangara arthus,10842
tangara icterocephala,10843
tangara xanthocephala,10844
tangara chrysotis,10845
tangara parzudakii,10846
tangara xanthogastra,10847
sporophila obscura,11061
tangara punctata,10848
tangara guttata,10849
tangara varia,10850
tangara rufigula,10851
tangara gyrola,10852
tangara lavinia,10853
tangara cayana,10854
tangara cucullata,10855
tangara peruviana,10856
tangara preciosa,10857
tangara vitriolina,10858
tangara meyerdeschauenseei,10859
tangara rufigenis,10860
tangara ruficervix,10861
tangara labradorides,10862
tangara cyanotis,10863
tangara cyanicollis,10864
tangara larvata,10865
tangara nigrocincta,10866
tangara dowii,10867
tangara fucosa,10868
tangara nigroviridis,10869
tangara vassorii,10870
tangara heinei,10871
tangara phillipsi,10872
tangara viridicollis,10873
tangara argyrofenges,10874
tangara argentea,10875
tangara cyanoptera,10875
thraupis cyanoptera,10875
tangara velia,10876
tangara callophrys,10877
tersina viridis,10878
dacnis albiventris,10879
dacnis lineata,10880
dacnis egregia,10881
dacnis flaviventer,10882
dacnis hartlaubi,10883
pseudodacnis hartlaubi,10883
dacnis nigripes,10884
dacnis venusta,10885
dacnis cayana,10886
dacnis viguieri,10887
dacnis berlepschi,10888
cyanerpes nitidus,10889
cyanerpes lucidus,10890
cyanerpes caeruleus,10891
cyanerpes cyaneus,10892
chlorophanes spiza,10893
chlorophanes pulcherrimus,10894
iridophanes pulcherrima,10894
iridophanes pulcherrimus,10894
tangara pulcherrima,10894
heterospingus rubrifrons,10895
heterospingus xanthopygius,10896
hemithraupis guira,10897
hemithraupis ruficapilla,10898
hemithraupis flavicollis,10899
